"","municipio_code","municipio_name","region","long.x","lat.x","order","hole","piece","id","group","state_code","state_name","state_name_official","state_abbr","state_abbr_official","year","pop","pop_male","pop_female","afromexican","indigenous_language","metro_area","long.y","lat.y","Inversión.por.metro.cuadrado","porc_no_entub","due_tot","ind_ce_tot","sin_dre","serv_prom"
"62","10","Álvaro Obregón","09010",-99.2713636,19.3031319,17987,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"63","10","Álvaro Obregón","09010",-99.27141303,19.30308138,17988,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"64","10","Álvaro Obregón","09010",-99.272217,19.30245818,17989,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"65","10","Álvaro Obregón","09010",-99.27332029,19.28518923,17990,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"66","10","Álvaro Obregón","09010",-99.30237035,19.2589282,17991,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"67","10","Álvaro Obregón","09010",-99.32225485,19.23264783,17992,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"68","10","Álvaro Obregón","09010",-99.32432029,19.2326098,17993,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"69","10","Álvaro Obregón","09010",-99.31716017,19.29581649,17994,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"70","10","Álvaro Obregón","09010",-99.30052945,19.32225408,17995,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"71","10","Álvaro Obregón","09010",-99.30046631,19.32230411,17996,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
